57	36	60	62	62	68	21	82	87	89	39	51	84	86	35	32	84	49	48	46
69	82	10	70	32	47	3	17	83	84	55	92	56	94	19	29	92	55	81	20
10	64	24	26	54	27	53	54	12	11	45	44	3	100	22	13	18	5	92	58
35	25	86	1	23	50	100	22	48	73	40	77	4	60	71	7	8	91	11	28
93	14	72	32	20	61	18	55	66	38	96	94	22	54	7	36	55	14	33	66
73	55	84	31	70	1	58	28	55	24	79	57	11	56	77	15	19	44	70	33
9	46	87	100	42	77	84	50	22	30	97	9	23	39	86	18	98	14	65	49
89	35	59	30	32	92	10	40	36	10	38	81	30	38	10	86	98	39	29	60
40	67	8	85	78	3	37	85	41	17	5	29	1	80	96	5	15	60	38	97
15	97	100	78	8	68	63	83	39	26	79	53	86	13	77	36	61	29	29	47
97	86	77	5	17	94	2	30	54	39	96	82	28	96	84	30	5	17	26	84
84	98	90	4	22	29	84	81	27	53	21	89	52	79	92	53	88	48	76	23
43	57	50	40	77	85	73	53	29	5	46	59	64	36	87	1	10	25	79	45
56	3	29	75	43	7	84	61	12	53	61	96	17	35	50	63	100	93	69	74
16	84	94	38	25	86	70	43	61	76	76	94	17	87	32	9	46	82	49	78
3	98	72	17	51	98	27	71	95	67	6	76	28	15	59	16	56	8	23	1
43	84	10	34	77	98	24	62	54	5	34	49	10	80	60	13	37	29	24	57
68	33	92	62	12	65	69	63	15	56	19	77	66	11	68	91	82	66	18	87
78	53	39	8	19	67	4	34	20	69	95	41	34	71	78	67	97	21	14	99
18	99	78	71	66	80	62	85	31	22	2	88	25	39	48	76	16	44	60	60
32	93	79	23	78	50	52	25	25	50	91	43	54	69	86	8	92	22	97	20
6	90	81	14	28	27	82	14	39	82	29	20	50	22	34	2	33	67	95	59
16	37	33	55	89	67	9	32	84	77	1	68	85	65	18	6	13	59	96	7
39	72	92	14	99	39	69	64	38	3	90	95	16	26	28	15	27	16	34	18
81	72	31	56	89	63	52	99	87	68	94	57	88	68	64	35	66	72	28	68
54	1	89	97	30	95	1	33	41	90	69	27	76	62	34	4	44	58	69	50
88	61	66	32	10	1	12	25	97	97	60	77	55	38	79	41	11	10	81	1
15	36	41	50	58	82	87	7	54	53	1	7	63	42	13	17	89	88	37	44
46	12	83	81	94	7	64	21	50	70	1	57	59	46	76	83	47	27	31	26
16	51	48	34	1	80	29	35	51	73	97	60	36	32	29	68	39	85	49	84
82	74	43	46	100	87	40	49	62	16	29	77	97	75	26	17	56	96	96	80
67	78	81	88	18	22	85	89	44	13	68	6	49	21	7	39	29	26	19	82
15	52	30	40	34	75	55	47	96	24	74	29	54	15	77	41	23	93	29	59
10	23	10	83	19	5	95	28	27	20	88	67	75	90	80	36	71	58	19	73
54	75	31	92	37	65	72	73	90	5	72	78	51	71	30	64	28	60	9	14
9	94	41	15	43	75	59	14	26	96	74	17	28	3	51	15	93	53	64	56
36	73	76	87	52	90	30	55	21	76	9	30	49	34	94	6	47	60	15	21
11	80	71	44	78	68	62	37	30	11	59	36	77	6	18	8	6	93	36	29
85	14	49	33	12	18	49	23	38	19	85	24	45	13	26	85	8	79	30	29
75	44	30	98	71	21	96	75	28	20	77	19	92	23	84	35	74	100	76	28
30	55	91	16	54	47	51	68	36	19	76	10	68	29	74	23	70	72	94	24
85	94	87	47	64	49	7	48	95	65	73	64	4	44	38	41	12	88	20	94
97	38	43	36	40	29	4	16	52	10	44	15	93	60	37	75	29	77	32	24
78	2	67	20	41	61	37	63	50	35	39	85	4	35	40	1	86	61	72	98
89	50	27	41	14	48	35	86	62	11	23	83	67	82	22	10	55	63	20	3
10	52	43	76	73	85	9	65	6	23	77	59	52	98	31	45	1	41	50	84
66	47	77	23	26	2	8	11	42	19	19	49	66	2	72	53	100	33	48	9
53	97	74	37	66	93	81	67	42	76	54	75	85	21	33	28	15	69	40	18
97	36	83	42	74	92	24	85	6	39	42	21	55	35	41	85	4	43	50	70
95	29	72	22	34	39	31	31	93	87	20	99	27	76	49	20	88	3	30	65
31	22	52	13	62	26	5	94	97	53	74	63	12	96	27	45	67	27	42	84
7	5	67	97	98	40	77	84	25	59	87	43	71	42	73	90	4	53	11	34
31	53	7	83	11	48	38	38	56	98	27	74	60	100	46	17	1	8	3	40
40	48	37	70	18	19	14	76	16	68	54	21	21	80	66	92	62	82	73	33
67	50	2	22	11	71	13	28	100	90	100	79	45	69	25	64	59	5	20	47
7	95	33	33	24	48	33	82	67	33	96	100	47	91	16	20	74	48	67	40
86	5	82	52	65	46	37	17	15	47	38	41	85	63	13	10	51	80	90	88
94	7	22	74	12	17	79	43	44	36	52	46	82	66	82	47	22	68	24	85
36	59	12	41	3	37	62	11	33	74	74	88	37	51	14	36	8	98	71	93
17	100	28	19	71	42	98	93	27	19	63	11	98	87	42	66	30	72	25	74
19	14	25	40	40	14	79	94	16	66	79	26	22	61	38	9	6	58	13	52
71	89	16	83	94	23	61	6	72	67	98	6	56	14	7	49	72	94	11	95
27	41	53	72	75	43	82	9	69	13	60	15	77	32	99	73	78	89	75	58
38	28	30	99	80	53	59	13	55	5	19	39	39	51	20	25	24	18	23	36
61	3	4	60	69	19	24	58	10	74	15	4	7	3	50	30	37	40	37	85
72	17	47	32	48	78	66	75	15	25	49	39	3	34	45	96	96	97	52	18
18	66	66	78	29	30	57	1	13	83	79	92	99	92	17	66	25	82	80	32
28	37	16	99	83	81	19	79	30	30	93	28	5	48	47	38	83	26	7	35
73	22	83	77	52	80	75	55	64	68	27	60	88	6	99	98	82	12	30	78
66	85	69	26	36	69	94	12	83	56	83	14	17	63	50	6	4	12	21	6
35	68	22	71	63	59	62	9	41	90	1	92	65	47	13	97	48	30	45	86
4	37	57	30	53	23	23	84	6	68	20	62	16	77	20	38	85	88	62	43
26	32	97	23	48	43	98	23	46	62	99	2	20	95	19	94	34	73	69	27
44	10	30	53	5	64	27	21	23	49	82	75	85	11	2	20	57	72	20	2
76	64	78	95	31	88	28	32	3	99	49	53	88	42	99	94	29	100	47	47
77	49	18	23	24	57	42	28	24	55	64	3	90	35	92	39	96	6	99	4
51	11	70	29	64	86	35	98	2	5	46	68	41	70	54	18	55	100	8	77
29	68	62	4	58	79	5	3	89	19	54	91	72	13	8	82	11	13	33	49
51	88	33	20	35	82	89	69	14	56	83	74	89	87	50	54	84	19	61	8
78	85	45	97	91	47	23	98	86	44	31	46	47	23	82	20	64	84	54	89
4	18	65	91	68	80	67	67	87	28	15	50	19	45	80	94	58	29	23	17
51	65	41	24	89	30	45	41	76	9	3	81	29	27	100	2	93	50	12	8
30	28	82	90	94	47	26	27	57	66	72	38	15	58	66	34	9	85	98	59
70	70	55	86	3	31	65	25	73	74	12	99	98	40	67	65	60	96	38	91
5	7	79	28	81	6	35	36	86	35	11	28	46	89	21	26	49	33	92	80
60	45	80	14	75	63	85	52	84	63	21	65	11	85	85	41	2	13	38	31
51	50	60	68	6	74	42	22	67	31	28	2	90	22	4	38	16	23	4	47
43	56	80	76	66	2	53	55	18	76	49	77	43	55	24	51	30	37	77	77
73	72	38	45	5	97	6	62	68	49	13	52	67	17	55	95	62	98	23	84
69	25	75	32	84	81	50	85	79	97	51	77	10	1	69	65	24	65	70	30
87	86	92	70	53	100	26	26	43	39	41	23	65	79	75	97	93	7	79	89
65	81	64	79	79	65	45	42	59	5	66	94	55	52	41	28	84	73	29	59
74	23	56	77	77	6	31	77	39	1	69	83	18	54	29	7	30	65	30	60
52	44	11	77	27	81	36	96	94	64	54	73	96	93	89	6	77	18	85	51
39	63	96	38	77	65	88	29	89	44	92	55	1	20	41	21	65	12	63	5
27	89	38	48	61	31	43	39	32	66	26	24	1	41	16	96	84	31	18	37
60	67	26	6	54	63	44	52	10	55	55	29	79	77	78	41	83	31	9	32
98	91	10	3	26	89	77	98	11	27	27	24	34	5	84	100	71	19	68	65
35	43	83	95	84	3	4	26	81	51	86	28	96	39	5	71	94	62	2	68
39	83	73	72	7	72	96	7	2	45	100	81	48	99	95	19	71	11	44	33
65	14	20	98	42	86	16	61	83	42	87	53	94	25	42	52	4	85	30	40
33	27	87	16	68	97	69	96	85	2	38	66	91	93	2	44	17	94	37	75
16	19	18	45	93	3	8	95	41	36	54	2	31	59	35	37	71	29	50	4
90	34	41	2	38	78	17	64	18	77	19	4	14	90	74	24	50	44	1	44
89	57	47	17	84	70	74	79	55	49	69	52	19	42	74	46	59	12	29	74
36	45	67	89	14	48	7	23	45	25	82	45	17	70	93	36	30	30	43	28
29	1	96	38	51	15	61	69	21	49	85	4	54	30	16	42	97	14	24	8
50	83	55	76	93	5	95	55	13	29	37	81	46	95	1	50	94	77	61	96
40	25	69	53	71	88	92	34	70	44	31	1	43	14	28	21	61	11	60	39
61	58	62	60	77	42	71	87	67	12	25	37	17	69	16	63	67	83	64	45
2	53	92	33	70	48	80	51	20	41	25	76	94	14	20	94	96	52	58	78
59	72	88	11	16	47	14	73	83	78	13	11	5	19	40	70	72	47	11	76
46	5	5852	433	565	337	825	641	594	158	683	558	142	619	802	753	396	354	993	625	283	303
104	40	788	936	765	144	191	554	761	477	585	475	288	707	210	937	324	85	542	284
729	995	821	26	489	274	307	378	634	1000	698	874	453	184	225	623	658	80	496	80
938	224	567	667	398	359	172	386	181	228	645	112	840	680	558	961	534	256	132	657
321	935	704	222	10	870	214	676	907	378	671	704	357	700	731	104	995	159	78	23
66	467	737	317	347	955	154	811	166	180	929	873	339	137	61	854	629	406	453	735
772	612	188	811	118	357	38	682	433	117	328	819	378	893	6	320	939	857	137	561
52	889	779	74	109	727	46	575	595	50	124	657	218	653	882	211	132	34	991	443
811	798	410	576	542	151	405	936	347	400	60	792	31	396	240	177	189	449	602	779
45	230	18	984	385	707	983	558	470	952	828	852	619	366	945	190	504	295	786	779
345	208	450	189	24	974	783	896	22	517	613	262	102	754	569	893	58	708	559	207
901	291	680	736	755	704	168	108	72	865	77	774	36	15	657	545	360	608	264	621
627	800	242	247	929	319	423	648	746	334	583	456	227	458	558	259	536	410	619	487
480	416	394	751	462	334	48	502	816	224	541	345	693	521	758	357	224	736	842	771
277	133	273	664	927	451	713	563	140	516	155	549	100	870	955	559	310	543	397	764
724	900	682	916	730	514	68	20	470	483	225	436	95	29	475	372	435	599	1	796
500	707	560	757	868	315	971	766	213	390	924	564	258	854	772	714	356	968	266	432
165	834	133	577	828	98	715	414	397	645	840	636	241	678	790	612	720	659	66	39
104	614	935	797	980	60	346	842	632	545	986	293	318	350	70	966	173	926	935	365
561	309	123	340	983	482	283	569	349	638	623	273	42	23	450	841	699	55	448	923
17	586	522	751	746	981	441	305	887	402	10	215	432	90	841	548	491	682	540	237
31	422	263	410	707	131	938	365	953	795	960	540	767	709	78	594	799	192	321	544
756	545	753	384	884	939	452	886	131	397	284	117	422	872	742	110	698	730	151	943
622	405	599	652	309	218	405	404	608	80	542	777	522	665	916	799	827	402	592	249
683	691	228	372	113	718	229	904	776	938	918	495	402	81	683	157	484	311	464	964
128	745	511	677	602	241	693	887	175	547	638	274	758	677	838	94	813	553	982	315
874	241	144	178	283	759	638	885	712	286	53	420	180	890	94	878	599	211	698	961
450	202	424	164	984	397	768	557	720	99	316	631	276	954	903	363	796	797	285	206
558	27	141	922	588	902	663	829	311	270	746	699	702	605	528	273	416	248	415	741
241	249	173	793	729	236	390	7	789	236	501	508	568	613	325	670	917	578	250	571
394	717	62	268	614	484	135	658	664	12	321	923	645	951	445	389	16	242	508	871
870	772	587	289	905	814	216	403	214	321	993	202	341	990	714	558	394	200	423	502
674	250	1000	829	955	168	653	316	847	227	462	628	321	856	940	559	772	845	635	693
3	787	246	185	137	966	437	323	945	51	36	958	31	719	2	208	514	242	83	702
848	418	105	877	837	278	166	170	164	955	601	890	193	404	652	177	309	273	288	533
383	347	529	605	22	140	982	32	333	560	921	373	127	729	420	359	516	822	27	701
839	359	570	345	406	579	828	730	264	263	457	261	795	456	837	777	394	353	786	78
470	988	819	565	563	735	8	845	703	635	639	722	964	530	201	320	595	560	908	429
202	558	960	693	482	44	309	498	496	861	89	447	191	440	705	784	795	873	58	292
190	566	891	295	11	778	526	665	879	474	504	422	41	179	463	153	691	152	161	672
324	918	877	664	317	596	867	799	479	522	174	230	398	552	463	425	231	386	513	895
787	294	807	42	469	732	704	493	782	726	15	726	350	293	432	269	774	753	935	540
260	408	191	660	211	227	797	305	824	733	337	456	345	430	511	512	351	474	185	11
905	953	850	458	499	113	929	220	913	744	668	670	157	242	88	974	699	148	439	142
992	862	359	362	578	250	17	858	300	914	453	464	188	896	980	936	130	263	388	145
870	202	205	5	757	36	541	666	305	670	247	66	788	387	150	917	257	588	862	8
338	683	208	299	891	900	876	830	193	653	627	507	718	854	485	579	74	258	969	423
336	943	149	950	841	641	1	418	598	814	15	760	775	296	672	901	193	591	638	347
893	406	653	420	42	336	884	513	22	788	785	647	754	876	902	526	609	692	702	639
17	199	633	194	869	352	710	300	611	665	251	502	863	783	927	839	637	491	456	70
114	35	867	641	734	10	328	877	81	144	555	696	409	553	726	98	617	74	758	26
246	182	883	270	417	472	556	162	221	323	174	937	248	990	467	25	472	189	499	769
954	439	846	304	119	235	460	336	360	710	569	103	85	546	622	378	264	212	731	774
875	698	565	995	855	730	229	169	405	972	562	233	370	326	777	810	942	92	861	536
914	715	252	616	968	591	33	838	791	706	970	354	573	857	454	168	809	208	557	162
553	513	439	946	610	203	912	386	59	918	256	819	255	870	58	41	606	795	423	286
577	106	634	24	215	263	368	117	523	392	231	947	277	471	688	568	782	445	140	222
902	230	595	906	509	788	405	178	499	59	334	63	641	251	185	403	32	393	202	660
987	638	969	92	592	588	324	898	358	884	396	211	221	719	79	531	119	658	615	699
228	821	962	191	253	919	196	824	793	784	561	78	120	743	643	755	659	900	518	298
794	757	705	250	399	942	258	666	167	373	489	961	729	879	771	190	739	740	833	888
160	605	242	192	637	315	879	952	488	489	794	392	622	187	732	149	839	5	372	733
117	408	558	707	717	423	106	283	462	111	893	182	422	675	743	170	337	772	51	294
628	43	192	672	822	3	476	264	721	398	880	803	52	417	367	424	658	19	847	912
449	153	620	608	961	47	671	921	333	707	726	337	961	375	357	214	96	546	621	806
378	718	120	963	667	191	799	858	598	854	560	183	782	404	53	434	419	531	538	11
660	903	246	726	724	482	37	132	816	511	720	328	6	415	423	521	625	293	924	791
549	298	95	281	482	123	96	385	733	508	268	509	310	194	7	661	771	640	604	203
143	719	254	745	826	45	715	892	226	303	258	587	351	291	21	614	157	924	489	978
220	750	650	384	337	925	626	822	297	214	473	488	567	935	659	533	953	351	483	809
623	48	416	487	792	285	123	95	89	572	520	368	474	906	754	968	92	590	983	330
856	186	826	44	6	334	521	51	745	612	173	983	914	647	505	76	147	816	971	399
289	276	494	863	688	378	89	455	754	938	252	556	575	694	654	588	16	482	283	412
923	928	206	289	450	571	83	404	894	763	718	81	251	229	399	706	289	113	180	607
313	467	663	364	793	645	696	646	458	822	402	404	147	695	160	12	789	936	612	673
520	967	570	840	63	414	877	369	274	183	87	785	974	176	181	661	758	299	538	461
11	612	210	700	85	37	259	225	919	831	756	213	426	187	849	836	807	868	849	872
106	675	564	644	284	41	687	192	47	249	96	444	939	164	166	951	777	959	63	249
461	190	509	721	548	577	992	226	967	700	596	698	230	957	88	570	847	617	558	30
156	816	974	638	799	871	138	768	121	310	500	240	878	403	748	852	288	578	344	597
682	390	99	614	885	268	910	550	372	575	412	154	643	897	980	772	650	402	507	854
630	160	476	808	302	613	72	711	624	761	954	965	917	512	805	82	725	824	183	246
468	714	130	354	134	864	433	923	851	794	646	900	29	929	4	888	710	546	557	103
466	699	373	464	279	611	67	684	768	596	293	294	573	901	192	286	276	721	276	443
503	767	105	170	540	856	570	670	331	83	962	820	657	291	660	685	460	445	847	203
625	586	369	608	860	324	579	183	215	278	480	500	16	424	850	972	360	267	829	477
367	303	448	765	192	605	157	508	399	744	86	567	281	914	452	466	964	892	630	795
789	857	28	835	40	790	297	349	779	679	375	591	898	702	608	517	536	732	786	806
441	43	829	920	236	263	496	753	674	223	551	458	458	171	601	525	997	780	46	977
978	971	775	512	655	878	843	778	306	481	98	17	157	805	369	487	130	324	605	648
676	714	490	109	403	551	878	339	422	42	242	911	170	579	444	828	784	971	907	511
345	226	519	679	467	374	911	689	774	626	634	495	84	691	922	268	82	407	974	958
624	897	126	101	728	900	266	578	252	852	464	233	297	997	471	134	920	205	411	754
37	952	53	6	246	220	924	493	329	412	318	674	351	152	807	76	326	415	10	55
625	203	71	951	489	395	192	745	53	838	684	893	566	197	810	303	41	584	296	454
464	105	519	781	436	455	249	880	57	795	849	298	149	689	478	143	108	754	744	925
456	380	373	574	89	157	754	909	894	381	822	692	764	396	535	791	663	93	496	671
385	686	526	810	92	813	181	177	77	492	405	77	123	17	857	471	393	69	866	817
999	186	760	360	937	957	251	271	198	743	662	507	16	991	18	20	809	517	86	250
842	947	43	693	157	448	493	582	28	336	205	589	297	520	479	359	623	109	640	544
694	845	468	432	528	96	732	448	727	752	332	47	993	788	745	612	673	969	761	174
210	293	3	109	692	427	889	70	587	529	503	763	380	563	855	910	437	779	543	4
955	202	981	592	874	502	769	493	700	327	956	759	272	288	662	357	315	131	564	837
777	604	819	298	742	271	993	921	818	655	251	830	154	964	953	768	364	400	602	800
472	648	771	128	725	288	959	425	931	402	74	571	717	827	646	182	18	228	869	346
371	91	849	73	421	648	913	210	793	757	404	136	359	54	346	312	650	680	86	760
659	649	783	713	480	132	49	13	801	45	873	793	33	551	229	884	145	308	220	865
64	339	167	851	779	446	181	274	796	399	509	815	506	538	962	889	439	888	50	246
209	946	577	492	660	168	533	370	898	739	174	912	14	617	529	915	227	852	445	181
228	991	276	398	95	602	350	911	505	597	109	997	523	541	372	349	629	825	734	132
151	744	429	666	545	611	271	254	808	591	479	311	100	814	675	523	908	26	473	80
503	837	812	161	926	53	534	545	507	686	654	93	281	958	563	346	983	555	984	674
410	137	322	792	209	926	466	49	835	687	647	122	357	387	623	240	110	187	328	972
240	260	742	150	656	280	399	832	544	958	15	44	161	495	879	793	241	634	752	86
71	902	573	327	284	206	457	105	894	162	686	796	621	538	515	779	279	989	820	236
64	481	145	742	15	325	35	806	629	208	83	231	802	614	912	981	543	5	923	838
184	843	365	623	668	180	322	450	898	490	947	453	335	816	911	86	533	268	498	836
809	682	969	259	370	945	864	848	235	248	280	17	578	676	575	995	738	953	949	842
343	164	485	836	818	111	694	504	147	482	395	597	55	936	557	373	812	246	125	723
597	12	272	845	15	722	876	425	745	704	113	296	123	590	920	826	339	366	356	357
820	360	127	397	682	299	346	439	913	312	674	850	193	378	43	429	48	213	453	400
674	202	354	691	404	379	887	668	690	196	844	712	449	783	572	20	958	717	743	537
892	556	159	265	893	88	347	59	603	995	206	101	922	131	686	600	357	388	893	437
732	850	367	995	265	101	763	766	734	497	829	51	217	252	723	358	183	176	170	328
18	783	693	115	605	382	270	230	351	300	322	601	71	716	654	314	540	320	856	283
538	778	988	872	909	36	588	345	680	60	150	138	502	401	40	985	15	447	344	509
334	79	662	547	653	937	986	168	555	966	225	506	716	508	630	422	293	406	603	214
161	578	681	250	652	71	36	652	556	544	92	374	25	351	528	136	964	120	185	380
267	333	333	746	695	610	747	960	645	788	780	46	592	330	235	454	402	251	270	860
702	986	937	976	283	718	582	534	703	665	600	421	302	773	236	334	764	681	279	261
203	606	874	824	555	5	354	834	59	20	138	810	687	478	797	384	741	220	906	785
662	244	510	521	634	572	143	445	865	629	237	718	507	236	764	592	152	108	810	618
562	610	767	2	955	519	72	918	727	850	980	467	817	476	187	791	428	359	235	189
326	678	921	464	987	797	579	318	938	338	233	261	111	365	211	53	357	512	919	842
701	428	956	554	719	27	942	483	789	431	384	448	476	59	847	469	411	550	176	452
291	337	810	596	831	673	252	487	620	803	547	942	390	454	25	804	383	466	323	155
964	129	494	574	133	249	282	939	439	95	17	275	842	209	238	629	654	26	672	731
856	369	247	632	236	970	775	783	117	827	693	712	680	244	147	827	970	625	450	950
832	755	467	906	506	728	205	229	992	307	164	804	119	618	292	711	987	233	378	600
927	279	573	494	815	747	745	16	918	733	246	54	570	117	249	726	237	266	771	150
882	881	746	319	273	4	975	301	349	54	119	90	207	957	703	62	893	274	901	219
997	321	75	243	801	123	688	349	78	259	21	460	595	793	747	281	846	41	233	66
287	693	939	710	475	410	483	892	490	614	183	82	6	458	528	460	67	760	593	16
247	12	863	737	24	958	220	684	452	590	92	995	387	63	256	673	31	727	726	562
626	550	383	989	290	67	143	723	719	21	169	770	952	795	880	22	211	59	384	854
958	429	261	467	885	308	775	147	943	184	102	431	369	382	267	50	780	857	856	100
125	523	779	98	811	509	426	418	416	370	140	289	680	144	609	427	986	654	95	696
882	52	806	364	683	178	239	967	972	923	78	705	651	230	3	388	37	557	55	571
50	966	522	306	66	127	910	692	225	762	628	659	763	670	433	312	289	934	618	353
721	566	616	870	555	918	813	370	67	417	30	677	748	338	27	540	178	639	1	623
863	548	209	651	519	406	974	64	10	138	265	489	581	521	662	63	430	405	250	735
871	269	890	818	305	657	685	890	876	689	948	826	108	638	578	646	820	292	671	845
800	352	581	779	702	953	630	34	658	198	100	155	470	894	927	672	333	34	667	634
178	339	459	272	919	308	518	599	581	158	241	655	506	599	998	186	304	357	500	618
141	544	187	282	131	709	406	219	592	577	578	39	919	203	697	293	65	492	284	733
979	146	532	233	219	432	223	144	970	221	934	290	891	524	900	648	102	780	237	620
740	788	228	137	821	332	824	961	617	108	66	930	965	336	27	586	490	489	831	555
718	390	19	994	10	31	844	919	262	723	205	213	261	174	562	419	799	286	229	356
567	576	777	927	716	309	766	860	977	29	249	601	982	927	845	640	96	916	509	885
657	481	934	870	130	644	444	633	610	363	29	823	199	694	528	559	491	285	306	466
199	59	459	718	401	926	308	463	424	411	349	576	361	297	549	911	535	135	236	740
208	617	895	607	286	408	639	692	321	396	16	884	817	960	922	564	721	239	157	386
156	497	860	309	158	903	553	397	988	204	666	175	554	832	387	35	936	929	479	529
869	846	232	831	949	62	396	675	415	812	125	634	148	536	446	734	48	276	584	627
438	307	361	776	343	158	499	619	165	697	588	944	874	524	272	126	428	846	839	59
156	525	818	599	426	716	567	383	344	574	440	898	840	250	654	65	70	772	464	240
471	244	190	771	982	455	723	223	182	92	330	640	334	353	89	231	347	554	358	232
114	853	925	335	275	526	723	40	46	965	772	169	561	568	755	261	832	821	529	183
555	962	634	266	281	839	620	993	711	563	141	712	552	795	991	509	553	34	535	60
478	325	674	915	341	910	567	543	566	606	96	740	967	85	959	102	748	689	529	936
725	755	629	212	856	427	783	417	847	365	920	520	757	302	21	153	804	820	196	93
993	195	246	635	700	150	122	673	518	672	924	661	739	590	150	494	897	366	532	995
